,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26234,-0.8485535739615051,4,2.0526849976308283,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,0,>50K
20472,-0.7752539885114088,4,-1.3830845039488784,-0.4196036864428561,4,11,4,0,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
17657,-0.11555771946054208,4,0.33438687002809847,0.35704925354602446,4,8,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
8390,0.47083896414022836,2,0.0537752859491848,1.5220286635293454,0,10,1,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
20064,-1.1417519157618903,0,0.020439059292378634,-0.03127721644841584,4,0,2,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
5496,0.3242397932400357,4,0.7286818291056929,-0.4196036864428561,0,7,1,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
32547,0.3242397932400357,4,0.6747242763812501,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,26,<=50K
8124,-0.18885730491063837,4,-0.1677756799221889,1.9103551335237856,4,10,1,3,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,19,>50K
23537,-0.9951527448616977,4,-0.6606538816844205,-0.03127721644841584,2,12,0,4,1,0.2532800729860022,-0.2179980768942208,0.21178077717747504,39,<=50K
2870,0.3242397932400357,6,0.7830955217615858,-1.9729095664206173,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
12909,1.2771344040912875,6,-0.25227560222330647,-0.4196036864428561,6,1,4,4,0,13.684139089246393,-0.2179980768942208,-0.03151041920840369,39,>50K
3988,0.9839360622909025,4,0.025000458606878908,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
22579,0.2509402077899394,4,0.6082893959486013,-0.03127721644841584,0,1,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
2350,-0.335456475810831,4,-1.1871914092215687,0.7453757235404648,0,4,1,4,0,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
29539,0.7640373059406136,4,-0.38533542139337484,-0.4196036864428561,2,14,0,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
27608,1.4237335749914803,4,3.6187369201968735,-0.4196036864428561,6,12,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.19370455013232282,39,<=50K
16828,-1.581549428462468,4,0.5211666690416461,-0.8079301564372964,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-2.058937055757393,39,<=50K
5512,-1.3616506721121793,4,0.7756262303840916,-0.03127721644841584,4,12,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,<=50K
11004,-0.5553552321611199,4,0.15920062760557235,-1.1962566264317367,4,6,3,4,1,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,<=50K
25811,1.350433989541384,2,1.4604823257953534,-0.4196036864428561,0,11,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
17167,0.17764062233984312,2,-0.8172524219003581,-0.03127721644841584,2,14,0,4,1,0.3994630947973501,-0.2179980768942208,-0.03151041920840369,39,<=50K
29948,-0.11555771946054208,7,-1.0985007013002541,1.133702193534905,4,10,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
5214,1.7902315022419617,0,2.4271283667751082,1.133702193534905,6,0,1,0,0,-0.14571521360410045,-0.2179980768942208,1.2660426281829495,39,<=50K
21278,-1.4349502575622755,4,0.04890029043181263,-0.03127721644841584,4,8,3,4,0,-0.14571521360410045,-0.2179980768942208,-2.3022282521432715,39,<=50K
13340,0.6174381350404209,6,0.6288537045248067,-0.03127721644841584,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,3.212372199269979,39,<=50K
20506,0.7640373059406136,4,-0.18620183256972228,-0.4196036864428561,0,7,2,4,0,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
28220,2.3033286003926356,4,0.4495431968887533,-2.749562506409498,6,8,2,4,0,0.17873641285703676,-0.2179980768942208,-0.03151041920840369,0,<=50K
21287,-1.581549428462468,4,-0.6493739212962709,-1.1962566264317367,4,1,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.9778399902954333,39,<=50K
14395,0.2509402077899394,2,0.1136911665281936,-0.03127721644841584,4,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
4003,-1.1417519157618903,0,-0.7165405262022874,-0.03127721644841584,4,0,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
12659,0.7640373059406136,5,0.5429188420226693,1.133702193534905,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
24789,0.17764062233984312,4,-0.7899980609962188,0.7453757235404648,0,4,4,2,0,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
6625,2.4499277712928285,5,2.6987216842926456,-0.03127721644841584,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,>50K
32337,-1.1417519157618903,4,0.04933742453278557,1.133702193534905,4,10,1,1,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,21,<=50K
3002,-0.04225813401044578,4,-1.4707013824482378,-0.03127721644841584,5,8,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3016,0.10434103688974683,7,-0.05113689828432149,1.133702193534905,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
17621,-0.8485535739615051,4,-0.08057692969332533,1.5220286635293454,4,6,4,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
734,0.47083896414022836,0,-1.3170582488714868,-0.03127721644841584,2,0,5,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
30645,1.2771344040912875,4,-0.1871046095173838,-0.4196036864428561,2,4,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
29290,-1.2150515012119867,4,-0.17428517686059034,0.35704925354602446,4,4,4,1,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,35,<=50K
19913,-0.2621568903607347,4,-0.5263871922790573,0.7453757235404648,0,1,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
14807,-0.4087560612609273,4,-0.8019432254510664,-0.4196036864428561,0,11,1,4,1,-0.14571521360410045,-0.2179980768942208,2.4014015446503834,39,<=50K
23747,-1.4349502575622755,4,-1.4624433491059445,-0.03127721644841584,4,8,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
7241,-1.1417519157618903,4,-0.3900963819278845,-0.4196036864428561,5,6,2,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
29311,-0.5553552321611199,4,0.08544850243924607,1.133702193534905,4,3,1,1,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,40,<=50K
23287,-0.04225813401044578,4,-1.4201173646334775,-0.03127721644841584,0,4,1,4,0,-0.14571521360410045,-0.2179980768942208,0.13068371171551546,39,<=50K
21781,-0.9951527448616977,4,-0.49787844656343055,1.133702193534905,4,12,4,1,1,-0.14571521360410045,-0.2179980768942208,0.2928778426394346,30,<=50K
4843,-0.11555771946054208,1,0.9492825034532124,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
19927,1.2038348186411914,4,-0.4418207495712699,-0.4196036864428561,0,1,4,4,1,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,<=50K
23036,-0.04225813401044578,6,-0.5365363057538204,0.7453757235404648,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
20771,-1.1417519157618903,4,0.1973453293730809,-0.4196036864428561,4,1,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
11686,-1.2150515012119867,5,1.7643380405477413,1.133702193534905,4,1,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,35,<=50K
11605,-1.068452330311794,4,-0.6000727970387137,1.133702193534905,4,10,3,4,0,-0.14571521360410045,-0.2179980768942208,-2.62661651399111,39,<=50K
17847,-0.9218531594116014,4,-1.4086948605167497,-0.4196036864428561,4,8,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
22891,-1.1417519157618903,4,1.7737839382948524,-0.4196036864428561,4,14,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
20660,-0.9218531594116014,4,0.15622621513590865,-0.4196036864428561,4,1,3,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
6634,-1.068452330311794,4,0.6496270772362601,1.133702193534905,4,12,1,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,23,<=50K
28189,-0.04225813401044578,4,-0.719372394943373,-0.03127721644841584,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
16510,-0.4087560612609273,7,-0.1400366703408841,-0.4196036864428561,2,11,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.2748016155942824,39,<=50K
4785,-0.9951527448616977,4,0.3691770427164016,-0.03127721644841584,4,3,2,1,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,1,<=50K
31788,0.9839360622909025,2,-0.13703374912550476,1.133702193534905,2,11,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
15955,0.9106364768408062,4,1.9245952031305178,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
16831,-0.11555771946054208,4,-0.8599110084061741,-0.4196036864428561,4,14,2,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
17381,-1.2883510866620829,4,-1.185214802851952,-0.4196036864428561,4,7,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
24043,3.769320309394562,6,-1.018058523805994,-0.4196036864428561,4,4,1,4,1,0.2642057671421957,-0.2179980768942208,-2.3022282521432715,39,<=50K
26516,0.3242397932400357,4,-0.13812658437793712,-0.4196036864428561,2,8,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,27,<=50K
17385,0.031041451439650522,7,-0.6684177634343095,-0.4196036864428561,5,1,4,4,0,-0.14571521360410045,1.3304803000207739,-0.43699574651820156,39,<=50K
6325,0.6907377204905172,4,-0.832903723298237,0.7453757235404648,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
24669,0.8373368913907099,4,0.8524287913419899,-0.03127721644841584,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
4471,0.5441385495903246,4,-0.13921941963036946,-0.4196036864428561,2,1,0,4,1,-0.14571521360410045,3.461186546655807,-0.03151041920840369,39,>50K
16596,0.6174381350404209,4,-0.01594760315599959,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
21649,-0.335456475810831,4,0.019925901869497352,-0.03127721644841584,2,4,5,4,0,0.8635976465465302,-0.2179980768942208,-0.03151041920840369,39,>50K
6550,-0.7019544030613125,4,-0.7537444393611803,-0.4196036864428561,2,6,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
18828,-0.18885730491063837,4,-0.22056437407229101,1.133702193534905,0,1,1,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,>50K
8426,-0.04225813401044578,4,-0.15006224591754616,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
24576,0.9839360622909025,6,-0.5744339317251268,-0.03127721644841584,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,4.428828181199373,39,>50K
10643,-0.4820556467110236,4,-1.3171912896848266,0.35704925354602446,0,1,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
15009,-0.9218531594116014,4,0.006745358433639271,1.133702193534905,4,13,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
30189,1.863531087692058,4,-0.340823766416043,1.133702193534905,4,12,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,29,<=50K
27171,-1.1417519157618903,4,0.4380256636196401,-0.4196036864428561,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
7685,-0.8485535739615051,4,-0.0581595526456042,-0.4196036864428561,4,14,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
1580,-0.9218531594116014,4,0.7331767080135234,-0.4196036864428561,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
28750,-1.4349502575622755,4,1.7077101686412683,-0.4196036864428561,4,1,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
1911,0.031041451439650522,4,0.019460259022808783,-0.4196036864428561,4,7,4,4,1,-0.14571521360410045,-0.2179980768942208,0.6172661044872729,39,<=50K
22325,1.6436323313417691,6,1.1994372441925982,-0.4196036864428561,2,14,0,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
91,-0.11555771946054208,4,0.9215054822109534,-0.03127721644841584,0,3,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
8544,-0.4087560612609273,4,-0.5345977110451577,-0.4196036864428561,2,11,0,4,1,0.21870509147906092,-0.2179980768942208,-1.9778399902954333,39,<=50K
21171,-0.6286548176112162,4,0.2616800655380118,0.35704925354602446,2,1,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
188,-0.5553552321611199,4,-0.8536580901792133,1.5220286635293454,2,10,5,4,0,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
16621,1.0572356477409988,1,-0.7979710068813558,1.133702193534905,0,4,4,2,0,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
11904,1.350433989541384,4,2.3564171744851157,1.5220286635293454,2,10,0,4,1,-0.14571521360410045,4.680148724963291,0.37397490810139417,39,>50K
7672,-0.4087560612609273,4,-0.8595403947118709,-0.4196036864428561,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
7175,-0.18885730491063837,6,-0.6392248078215078,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.5361690390253133,39,<=50K
7755,-1.581549428462468,4,-0.3360342971358177,-1.1962566264317367,4,8,3,2,1,-0.14571521360410045,-0.2179980768942208,-1.9778399902954333,14,<=50K
22030,-0.6286548176112162,2,0.20806461776215654,1.5220286635293454,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
29134,0.6174381350404209,4,0.8470976558931678,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
21265,-1.4349502575622755,4,2.9100095017063934,-0.03127721644841584,4,1,3,4,1,-0.14571521360410045,-0.2179980768942208,-2.4644223830671907,39,<=50K
10203,1.2038348186411914,5,-0.6236020151693443,-0.03127721644841584,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
321,0.3242397932400357,4,-1.324736604384229,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,3.461186546655807,0.779460235411192,39,<=50K
31283,1.6436323313417691,6,-0.17028444954516406,-0.4196036864428561,6,10,4,4,0,-0.14571521360410045,-0.2179980768942208,-1.9778399902954333,39,<=50K
22518,1.130535233191095,5,-0.6670018290637667,0.7453757235404648,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
22725,-1.1417519157618903,4,0.25707115164731886,-0.4196036864428561,4,1,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.9778399902954333,39,<=50K
4740,-0.4087560612609273,4,-0.5174069373786349,1.133702193534905,4,10,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
14107,-0.11555771946054208,1,-1.33972270171541,1.133702193534905,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
8398,-0.7752539885114088,4,-0.00392641537924366,-0.4196036864428561,0,6,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
4291,-0.4820556467110236,4,0.6352681723108228,-0.8079301564372964,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,26,<=50K
15652,1.2771344040912875,4,0.33742780290443203,-0.4196036864428561,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
22862,-0.11555771946054208,6,0.14824376633553316,-0.03127721644841584,2,4,5,4,0,-0.14571521360410045,-0.2179980768942208,-2.058937055757393,39,<=50K
28430,-0.04225813401044578,7,1.1811441323584044,-0.4196036864428561,0,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.19370455013232282,39,<=50K
5533,-0.9218531594116014,4,-0.23924710543126504,-0.4196036864428561,0,12,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
194,0.17764062233984312,1,-0.5606642075444791,1.133702193534905,2,13,0,4,1,-0.14571521360410045,-0.2179980768942208,-1.3290634665997567,39,<=50K
18154,-0.7019544030613125,4,2.3710136522915164,-0.4196036864428561,2,11,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,29,<=50K
2830,1.7902315022419617,2,-1.4121159100026248,-0.4196036864428561,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
31531,-0.7752539885114088,2,-1.4833782713764532,1.5220286635293454,2,10,5,4,0,0.8635976465465302,-0.2179980768942208,-0.03151041920840369,39,>50K
31662,1.130535233191095,4,-1.3623206341526637,-0.03127721644841584,0,8,1,4,0,-0.14571521360410045,-0.2179980768942208,0.5361690390253133,39,<=50K
6069,-0.11555771946054208,4,0.6606884705739232,-0.4196036864428561,4,14,1,2,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
25877,2.3033286003926356,0,-0.537020954430986,-0.4196036864428561,2,0,0,4,1,-0.14571521360410045,-0.2179980768942208,-2.1400341212193523,39,<=50K
2516,-0.9951527448616977,4,1.759548571267516,-0.8079301564372964,2,8,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31290,1.2038348186411914,6,-1.4047321448622776,1.133702193534905,2,10,5,4,0,-0.14571521360410045,-0.2179980768942208,-2.62661651399111,39,<=50K
24019,-1.581549428462468,4,1.9425557129313626,-1.5845830964261771,4,6,3,4,1,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
22097,-1.2150515012119867,4,-0.20499859891155883,-0.03127721644841584,4,8,4,4,0,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
27246,-0.6286548176112162,4,-0.7520339146182426,1.133702193534905,0,4,1,1,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,3,<=50K
3930,-1.3616506721121793,4,2.0021104827313065,-0.4196036864428561,4,12,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
21783,-0.6286548176112162,4,-0.8459987404969482,-0.03127721644841584,2,1,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
756,1.130535233191095,4,0.9131809284619905,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
13583,-0.335456475810831,5,-1.0469663919616394,1.133702193534905,4,10,1,3,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
23558,-0.9218531594116014,4,0.17643891584828797,-0.4196036864428561,2,4,0,4,1,0.3994630947973501,-0.2179980768942208,0.37397490810139417,39,<=50K
13432,-0.5553552321611199,6,0.38189194330557114,-0.4196036864428561,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,4,<=50K
26884,-0.335456475810831,4,-0.20837213382124134,-1.5845830964261771,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
24985,-0.2621568903607347,4,-0.7374374368118418,-1.5845830964261771,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
19507,0.6907377204905172,7,0.10850257480794953,1.133702193534905,2,4,0,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
27162,-1.4349502575622755,4,-0.7363826132203636,-0.03127721644841584,4,8,2,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
